NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CHINA TELECOM 'H',CNE1000002V2,,,,,,,,,,67.58,77.47,79.76,76.34,80.42,68.58,77.82,76.02,70.85,70.48,89.67,83.46,80.2,82.2,92.25,85.5
DGI.PWG.'H',CNE1000002Z3,,,,,,,,,,18.48,22.79,40.66,27.85,22.1,34.61,33.18,27.98,21.25,33.63,32.2,38.3,68.11,55.44,43.68,44.44
DONGFANG ELECTRIC 'H',CNE100000304,,,,,,,,,,,,15.54,19.75,49.24,41.88,54.32,79.61,44.88,60.26,47.38,52.73,71.32,80.37,78.94,70.12
DONGFENG MOTOR GP.'H',CNE100000312,,,,,,,,,,,60.86,56.46,74.17,54.21,62.41,72.85,62.41,66.94,80.69,76.45,80.55,73.75,48.75,24.51,24.97
GUANGSHEN RAILWAY 'H',CNE100000379,,,,,,,,,,,,,,,,,,,38.74,48.69,64.86,75.98,64.99,55.86,57.59
HARBIN ELECTRIC 'H',CNE1000003C0,,,,,,,,,,,,,,,,,,,,,,,38.16,25.45,30.1
HUADIAN POWER INTERNATIONAL 'H',CNE1000003D8,,,,,,,,,,,,,,,,9.9,10.37,12.42,25.33,20.1,20.33,21.84,28.7,28.97,44.09
INDL&COML.BOC.'H',CNE1000003G1,,,,,,,,,34.07,72.53,84.25,95.33,91.45,86.61,52.85,66.14,76.96,70.25,47.73,48.43,46.28,46.43,52,69.2,66.03
JIANGSU EXPRESSWAY 'H',CNE1000003J5,,,,,,,,,,,,,69.47,56.85,48.45,39.99,50.95,31.96,55.62,57.86,78.68,58.5,75.68,69.57,67.13
JIANGXI COPPER 'H',CNE1000003K3,,,,,,,,,,,45.44,35.91,47.74,65.56,65,46.5,70.6,70.26,82.92,79.35,70.98,72.76,77.69,76.77,72.86
MAANSHAN IRON & STL.'H',CNE1000003R8,,,,,,,,,,,,74.66,71.08,39.83,29.97,43.62,43.7,58.92,66.1,68.59,72.19,64.5,91.22,85.81,88.81
PETROCHINA 'H',CNE1000003W8,,,,50,50,71.67,35.83,34.17,53.33,41.52,59.77,46.98,29.42,33.35,27.46,43.34,35.66,29.94,35.27,39.94,36.99,52.61,50.33,50.09,43.46
PING AN INSURANCE (GROUP) OF CHINA 'H',CNE1000003X6,,,,,,,,,15.93,28.18,33.99,26.28,59,16.14,33.91,27.89,31.32,34.47,44.15,36.36,60.08,69.57,85.24,71.83,76.17
SHANGHAI ELEC.GP.CO.'H',CNE100000437,,,,,,,,,,29.6,29.55,25.24,14.97,34.85,37.29,29.42,28.57,19.07,47.13,76.56,72.85,64.49,61.4,65.28,80.25
SINOPEC SHANGHAI PETROCHEMICAL 'H',CNE1000004C8,,,,,,,,,,,,43.17,58.42,35.82,46.82,37.49,20.66,18.07,50.71,56.81,66.2,70.86,74.93,75.92,78.68
TSINGTAO BREWERY 'H',CNE1000004K1,,,,,,,,,,,53.56,57.74,31.01,22.74,27.49,26.56,33.71,54.06,65.91,52.49,61.6,67.53,60.74,59.33,55.33
WEICHAI POWER 'H',CNE1000004L9,,,,,,,,,,,,17.29,22.51,33.76,50.93,43.09,47.01,40.21,49.88,40.04,36.74,43.88,61.2,64.75,76.21
YANKUANG ENERGY GROUP COMPANY 'H',CNE1000004Q8,,,,,,,,,,,45.2,42.28,51.7,40.17,46.74,34.45,38.47,37.03,62.67,76.9,78.21,78.58,62.07,80.19,62.22
ZHAOJIN MINING IND.'H',CNE1000004R6,,,,,,,,,,,,68.9,73.95,72.18,62.93,77.95,50.81,62.19,76.92,63.81,73.38,67.1,58.91,31.79,33.36
ZHEJIANG EXPRESSWAY 'H',CNE1000004S4,,,,,,,,,,,,70.74,58.33,66.69,56.34,68.61,64.94,59.19,79.64,73.18,76.59,64.06,62.56,38.83,21.99
ZIJIN MINING GROUP 'H',CNE100000502,,,,,,,,,,26.16,34.73,25.8,25.33,25.31,30.2,30.76,25.81,28.79,41.63,35.61,31.68,22,64.39,78.17,78.92
COSCO SHIP.DEV.'H',CNE100000536,,,,,,,,,,,,59.59,30.23,30.37,30.03,17.76,19.14,26.77,37.88,55.2,40.24,36.01,37.71,71.7,81.5
GUANGZHOU R&F PROPS.'H',CNE100000569,,,,,,,,,,,,58.6,40.71,51.1,69.39,59.64,70.69,58.81,82.05,79.73,83.69,90,76.39,62.67,64.61
PICC PROPERTY & CLTY.'H',CNE100000593,,,,,,,,,,39.7,50.86,34.67,50.14,44.04,50.13,44.92,69.08,57.22,75.45,80.18,85,81.85,77.68,82.29,71.92
HUANENG POWER INTERNATIONAL 'H',CNE1000006Z4,,,,,,,,,,29.6,43.03,47.74,41.75,47.03,46.14,60.74,67.42,51.17,38.3,29.4,37.73,26.54,32.04,43.49,41.69
CEZ,CZ0005112300,,,,,,,,,50,17.78,34.17,34.17,34.72,34.72,32.5,30.83,37.5,45.33,47.5,39.17,39.17,42.5,55,44.67,40.83
TELF.O2 CZECH REPUBLIC DEAD - DELIST.25/02/22,CZ0009093209,,,,,,,,,,60,36.94,70.28,46.39,53.06,55.28,30,18.33,30,17.5,17.5,17.5,12.5,,,
UNITED INTERNET,DE0005089031,,,,,,48.46,47.74,46.41,61.27,61.05,31.9,20.04,14.77,24.12,28.67,22.96,9.46,13.96,27.45,18.79,28.04,47.21,51.25,59.23,58.87
DEUTSCHE BANK,DE0005140008,,,,69.44,51.3,55.07,83.71,77.62,78.9,77.7,69.32,79.08,76.69,77.44,79.02,67.82,57.09,60.11,69.61,71.39,81.3,74.6,65.04,67.09,69.13
BMW,DE0005190003,,,,,,,16.61,36.41,41.58,31.2,79.45,91.58,86.01,87.96,87.46,80.69,78.11,81.53,74.45,77.03,82.99,79.3,91.61,83.33,71.2
BEIERSDORF,DE0005200000,,,,,,,70.18,65.54,54.16,32.67,54.77,63.05,80.26,69.92,71.29,75.48,54.53,62.27,49.98,65.06,61.44,67.83,63.6,63.23,61.72
LEONI DEAD - DELIST.21/08/23,DE0005408884,,,,,,,,,,22.89,14.34,42.72,39.15,33.81,14.92,22.36,23.56,46.58,34.11,39.26,51.75,50.54,62.72,51.7,
CONTINENTAL,DE0005439004,,,,13.42,62.72,37.47,24.67,34.49,19.53,23.29,46.53,40.05,63.94,63.56,70,82.28,90.1,89.15,91.52,78.42,82.63,79.98,73.81,87.33,73.57
LANXESS,DE0005470405,,,,,,,15.85,19.55,42.39,42.67,62.14,81.64,75.69,69.29,69.92,64.8,69.96,58.09,53.29,73.55,79.92,89.57,94.98,87.7,
DEUTSCHE POST,DE0005552004,,,,,,,40.58,63.99,45.05,83.44,46.03,67.58,77.65,84.35,68.17,65.03,70.03,72.73,65.98,65.37,89.34,85.59,75.16,65.75,76.2
DEUTSCHE TELEKOM,DE0005557508,,,,53.84,72.84,76.75,77.77,70.6,84.05,54.31,36.16,44.5,47.7,75.4,67.15,63.04,62.57,65.99,53.35,47.44,62.41,75.06,72.6,67.17,56.26
FRAPORT,DE0005773303,,,,,,31.05,34.13,39.85,46.72,41.84,23.02,33.05,45.07,55.8,71.5,71.09,74.72,72.62,55,62,58.99,63.61,39.77,43.87,45.43
FRESENIUS,DE0005785604,,,,,,,,,65.31,35.4,57.78,39.25,64.61,44.23,41.28,52.23,28.29,25.92,53.06,65.42,83.21,86,78.5,69.28,63.89
FRESENIUS MED.CARE,DE0005785802,,,,73.24,73.95,76.48,43.13,60.35,44.93,51.69,70.39,71.71,88.67,77.74,84.27,84.85,84.7,83.25,83.96,91.19,92.91,91.3,94.15,90.61,96.08
DEUTSCHE BOERSE,DE0005810055,,,,31.8,50.09,71.79,66.31,54.49,39.67,41.36,38.01,73.25,56.31,70.3,70.64,72.49,78.63,86.92,92.11,96.93,84.02,87.42,77.56,78.19,71.87
BILFINGER BERGER,DE0005909006,,,,,,73.4,68.56,63.08,61.08,62.6,32,31.27,41.23,41,35.94,38.71,49.53,59.77,58.76,69.68,70.68,78.18,66.54,77.49,71.68
HEIDELBERG MATERIALS,DE0006047004,,,,,,,15.01,18.41,34.44,53.05,59.48,68.15,67.02,78.63,78.66,70.58,73.83,75.2,79.71,78.83,72.3,83.02,82.99,79.28,72.51
HENKEL PREFERENCE,DE0006048432,,,,33.96,59.05,32.89,51.77,51.86,84.95,70.97,55.4,66.6,71.54,56.14,53.07,63.02,61.09,39.36,43.56,41.45,68.45,69.18,67.76,54.12,50.03
HOCHTIEF,DE0006070006,,,,,,,60.37,69.66,37.76,48.04,64.25,49.49,42.29,45.61,45.71,53,54.14,83.33,71.23,66.4,70.83,78.68,84.48,71.3,79.11
SALZGITTER,DE0006202005,,,,,,59.14,67.03,46.11,37.23,42.17,51.34,30.22,22.66,8.8,7.66,16.7,20.21,21.42,27.9,41.14,43.91,47.77,46.64,39.26,41.48
INFINEON TECHNOLOGIES,DE0006231004,,,,58.65,78.51,79.69,58.23,72.53,61.25,40.15,49.69,56.88,38.44,57.66,67.61,67.23,73.91,71.84,59.78,61.29,64.02,76.53,81.6,67.04,72.13
MLP,DE0006569908,,,,53.06,41.9,55.44,34.92,31.84,71.64,77.61,63.51,73.21,68.37,50.79,36.69,44.06,58.28,37.77,49.2,53.7,56.78,59.52,65.3,56.39,67.28
MERCK KGAA,DE0006599905,,,,27.66,14.54,10.56,14.18,8.19,6.64,9.41,48.99,67.16,71.89,64.26,53.66,54.18,48.08,50.33,42.36,60.01,58.4,57.45,68.74,71.55,65.97
GEA GROUP,DE0006602006,,,,,,34.75,42,61.87,61.74,55.65,37.01,38.76,58.64,49.44,52.64,55.3,52.46,68.27,64.68,67.23,65.88,59.27,51.93,56,66.44
PUMA,DE0006969603,,,,,,,44.77,34.19,21.38,42.24,54,50.91,34.37,68.66,58.9,40.23,44.12,42.1,50.26,50.24,75.79,75.8,79.42,81.86,81.91
RHEINMETALL,DE0007030009,,,,,,53.4,28.87,34.7,18.45,13.12,16.02,51.58,51.12,53.85,50.17,50.46,44.35,42.11,26.19,44.26,72.05,76.69,60.05,85.44,85.97
RWE,DE0007037129,,,,19.73,17.63,41.73,30.04,84.13,84.67,73.11,52.21,74.66,63.92,74.08,56.9,59.59,44.54,51.49,43.86,49.57,45.17,61.67,60.95,50.35,53.99
RHOEN-KLINIKUM,DE0007042301,,,,,,16.18,40.18,44.1,55.71,43.9,47.08,40.1,54.53,32.85,31.21,28.79,24.84,8.22,17.67,19.95,18.41,14.64,30.54,26.97,33.1
MERCEDES-BENZ GROUP N,DE0007100000,,,,88.21,87.66,82.41,92.64,90.04,80.26,83.42,82.67,74.99,83.22,93.14,92.77,85.8,88.71,91.28,84.03,92.44,93.9,98.12,95.74,92.99,88.88
SAP,DE0007164600,,,,72.94,72.54,73.64,86.85,76.06,87.18,92.72,88.8,75.41,95.55,94.86,87.93,85.65,90.54,89.36,93.24,96.5,96.57,94.58,94.71,90.28,87.98
SIEMENS,DE0007236101,,,,70.36,55.18,78.34,78.13,82.14,91.92,97.33,98.27,95.33,90.51,91.48,89.14,92.41,88,89.97,83.62,86.73,91.63,91.44,85.12,78.45,82.61
CECONOMY,DE0007257503,,,,32.13,21.32,36.85,50.62,38.61,71.89,68.76,75.38,68.54,41.32,58.77,62.68,84.47,59.16,54.84,56.5,68.91,67.04,86.13,74.92,77.58,66.3
SUEDZUCKER,DE0007297004,,,,28.56,48.68,35,24.77,22.47,3.62,13.21,39.09,14.63,23.32,7.87,16.23,16.21,16.59,14.76,12.02,24.4,22.53,29.01,41.26,40.27,34.24
HEIDELB.DRUCKMASCHINEN,DE0007314007,,,,21.35,27.56,18.45,62.38,33.38,31.05,16.31,7.19,23.68,19.26,43.55,24.14,36.99,10.92,23.25,37.09,54.47,51,56.36,51.74,43.86,79.34
THYSSENKRUPP,DE0007500001,,,,53.87,75.18,73.52,54.82,29.04,47.56,59.31,43.24,43.5,26.86,21.38,31.21,45.23,58.9,55.25,57.19,54.01,79.72,85.9,72.2,63.95,53.35
WASHTEC,DE0007507501,,,,,,,,,,,,,,,,,,,,27.18,24.15,66.78,63.52,57.02,58.05
VOLKSWAGEN PREF.,DE0007664039,,,,19.74,52.28,43.23,46.62,42.03,50.24,57.79,52.18,52.55,47.08,70.31,67.53,72.01,68.64,60.72,56.48,55.97,67.98,73.19,46.71,51.05,56.27
DEUTSCHE LUFTHANSA,DE0008232125,,,,15.02,19.15,15.93,44.18,38.07,31.94,64.62,31.09,28.27,48.98,36.48,47.48,28.56,28.17,41.77,41.32,56.92,45.68,39.11,43.2,54.4,40.23
HANNOVER RUECK,DE0008402215,,,,,,26.85,20.67,29.34,29.25,33.71,38.47,34.66,70.33,66.03,68.18,54.77,58.48,46.43,51.41,52.7,34.47,62.31,78.33,68.53,
ALLIANZ,DE0008404005,,,,76.91,48.98,86.2,84.23,82.3,83.18,80.92,81.89,82.1,87.72,84.27,87.46,83.83,89.91,86.41,89.99,96.36,94.92,94.71,93.41,89.65,86.87
MUENCHENER RUCK.,DE0008430026,,,,56.13,37.81,61.42,66.92,61.46,60.65,68.31,84.66,77.25,72.22,64.04,60.23,56.6,50.98,51.49,77.9,85.57,85.56,85.93,81.21,84.26,80.07
NORDEX,DE000A0D6554,,,,,,,,,,,,,,,,,,,,40,49.93,72.29,76.36,79.88,86.31
MTU AERO ENGINES HLDG.,DE000A0D9PT0,,,,,,,7.64,29.04,47.7,30.78,69.56,72.59,73.24,60.28,65.74,71.19,67.75,67.71,70.44,79.6,78.46,81.41,80.51,72.75,85.66
HAMB.HAFEN UD.LOGISTIK,DE000A0S8488,,,,,,,,,36.1,37,13.74,46.56,47.11,40.9,38.83,30.27,39.58,44.12,60.43,68.37,64.26,65.69,48.81,51.56,44.3
AIXTRON,DE000A0WMPJ6,,,,,,,,,,63.25,67.66,72.21,67.76,65.4,41.41,53.48,55.57,59.47,55.64,63.55,70.85,77.33,80.66,84.08,79.88
ADIDAS,DE000A1EWWW0,,,,75.65,55.88,48.32,39.44,65.78,61.11,67.07,86.59,86.76,84.84,91.06,83.46,78.77,87.47,74.05,69.45,72.74,88.63,91.24,82.11,84.15,
SOFTWARE N DEAD - DELIST.26/08/24,DE000A2GS401,,,,,,,,,,72.03,62.73,52.46,53.99,50.39,62.5,59.58,60.91,27.27,44.42,26.85,50.72,50.79,49.96,,
BASF,DE000BASF111,,,,74.55,55.66,69.79,78.25,89.64,71.18,80.06,84.07,86.83,85.24,77.22,77.22,80.28,87.47,80.21,79.73,83.02,84.42,82.91,87.12,80.16,
BAYER,DE000BAY0017,,,,39.37,59.14,42.52,77.4,59.76,72.59,61.71,51.43,56.24,55.01,43.49,43.96,38.52,41.83,65.11,67.57,83.44,79.08,83.6,83.2,91.14,
COMMERZBANK,DE000CBK1001,,,,19.55,27.28,65.44,29.79,44.89,42.99,24.43,61.2,49.1,59.39,52.6,48.98,45.52,46.17,57.28,69.85,63.35,74.87,80.08,75.6,77.28,68.81
MCKESSON EUROPE DEAD - DELIST.15/06/23,DE000CLS1001,,,,26.76,15.53,11.79,64.26,16.72,20.99,11.27,4.56,10.56,50.18,43.77,39.1,23.21,29.05,8.48,22.84,23.95,14.54,14.89,9.17,,
E ON N,DE000ENAG999,,,,53.24,40.26,80.38,89.87,84.65,29.68,53.28,63.99,45.41,50.34,80.11,85.64,82.45,75.55,73.57,72.98,92.87,81.34,81.58,86.29,80.39,84.98
K S N,DE000KSAG888,,,,,,53.59,36.05,48.26,20.26,40.14,32.47,42.57,31.01,21.2,28,33.49,32.29,29.35,28.47,35.5,43.3,47.16,32.65,48.57,41.48
PROSIEBENSAT 1 MEDIA,DE000PSM7770,,,,52.7,47.28,59.81,23.44,20.15,45.21,38.1,39.44,41.01,40.66,14.38,30.73,15.22,58.03,63.22,88.54,82.16,89.21,93.85,93.85,91.42,84.89
TUI N,DE000TUAG505,,,,49.43,33.82,44.84,34.28,54.45,76.71,40.49,74.24,89.15,68.88,66.24,65.54,84.31,76.9,86.02,84.05,85.65,81.67,80.59,83.32,80.14,77.25
CARLSBERG B,DK0010181759,,,,51.03,26.9,33.53,56.5,46.83,46.79,46,43.71,55.73,70.95,75.26,73.7,81.91,82.83,79.2,78.17,81.47,76.2,68.83,71.5,66.12,75.9
ROCKWOOL B,DK0010219153,,,,,,,,,6.79,24.69,46.32,34.5,21.65,30.71,30.9,26.13,17.89,18.28,13.44,20.69,31.52,39.8,41.69,47.19,57.3
FLSMIDTH AND B,DK0010234467,,,,,,,61.5,38.5,38.41,50.51,49.65,75.99,81.55,77.36,76.49,74.32,68.35,81.95,87.85,87.13,77.01,62.26,45.23,52.68,47.51
A P MOLLER MAERSK B,DK0010244508,,,,16.15,34.52,26.86,17.17,25.5,23.6,62.74,63.71,57.86,33.52,28.63,38.1,31.26,37.79,32.53,31.08,55.22,67.38,69.25,72.09,72.69,73.68
GN STORE NORD,DK0010272632,,,,29.49,55.48,57.06,60.83,57.5,25.94,61.16,29.89,28.56,55.38,63.82,61.72,72.92,58.58,58.05,47.2,57.24,47.98,56.95,55.88,70.44,54.97
DANSKE BANK,DK0010274414,,,,,,,81.5,79.17,90.39,90.89,84.98,93.48,90.63,83.45,81.38,71.84,60.65,57.36,65.27,79.75,83.45,82.2,89.46,73.47,
NKT,DK0010287663,,,,57.69,31.19,76.27,39.5,46.17,52.03,40.43,69.46,81.78,60.35,54.9,69.14,69.04,56.33,36.44,40.97,39.97,38.77,36.09,36.08,37.37,38.5
JYSKE BANK,DK0010307958,,,,,,22.55,10.83,13.83,6.52,5.65,1.88,7.87,12.4,9.73,12.4,32.44,58.65,56.9,53.66,59.74,54.63,44.74,43.39,44.9,43.43
SYDBANK,DK0010311471,,,,,,4.9,8.5,8.17,14.93,7.97,14.64,16.4,18.53,19.33,12.41,18.86,15.43,21.95,21.61,27.15,39.04,61.99,50.26,51.27,39.83
DSV,DK0060079531,,,,43.33,70.24,71.18,26.83,59.5,68.53,39.71,61.21,60.54,55.43,38.05,44.52,48.23,52.78,36.44,52.15,72.83,67.76,76.17,69.12,82.27,88.3
NOVOZYMES B,DK0060336014,,,,,67.62,71.88,49.5,28.17,37.27,57.57,52.43,50.75,41.69,61.28,49.11,50.05,53.59,63.56,54.52,62.37,67.91,72.12,65.29,54.43,66.99
COLOPLAST B,DK0060448595,,,,27.56,60.48,47.02,41.17,56.83,66.27,66.45,53.37,44.98,39.55,21.58,22.02,13.48,21.49,22.18,21.83,24.11,33.13,63.3,70.8,68.61,59.06
TOPDANMARK DEAD - DELIST.21/10/24,DK0060477503,,,,20.26,23.57,31.18,70.17,58.17,47.97,38.41,37.61,44.53,51.41,41.9,45.14,46.3,36.45,35.29,35.59,38.94,45.56,45.74,36.24,44.94,
TRYG,DK0060636678,,,,,,32.04,22.5,46.5,80.14,73.1,68.34,73.41,71.1,51.95,52.96,59.64,46.82,41.72,32.37,30.69,44.25,50.86,74.2,49.42,58.49
DEMANT,DK0060738599,,,,30,10.24,17.06,35.17,14.17,27.39,21.59,13.54,7.98,8.2,7.62,8.97,12.78,11.56,10.23,16.02,16.56,22.03,23.99,30.22,34.3,32.71
VESTAS WINDSYSTEMS,DK0061539921,,,,42.82,27.86,37.84,47.83,47.83,65.09,62.26,74.71,66.48,56.24,59.15,68.84,54.41,49.89,57.13,75.16,87.76,67.2,75.15,64.03,67.53,61.79
H LUNDBECK A,DK0061804697,,,,67.82,37.86,56.67,75.83,80.5,36.71,42.3,31.08,52.99,72.68,77.01,65.11,41.22,36.64,28.39,30.22,33.98,55.05,57.46,58.58,35.44,42.85
EASTERN TOBACCO,EGS37091C013,,,,,,,,,,,,,,,,,,,31.39,28.18,36.36,30.16,34.57,55.71,45.81
ALEXANDRIA MRL.OILS,EGS380P1C010,,,,,,,,,,,,,,,,,,,,,,20.16,,,
EZZ STEEL,EGS3C251C013,,,,,,,,,,,,26.97,17.88,28.18,40.3,27.88,14.85,20.91,20.83,10.3,18.18,16.19,24.95,28.95,
ELSWEDY ELECTRIC,EGS3G0Z1C014,,,,,,,,,,,,8.48,15.45,29.39,14.55,20.3,26.36,32.42,39.61,37.94,24.67,23.81,40.3,34.29,39.33
TELECOM EGYPT,EGS48031C016,,,,,,,,,,43.33,21.67,53.03,60.91,39.7,30,28.18,30,30,29.17,36.97,34.24,11.59,17.62,6.19,
QATAR NATIONAL BANK,EGS60081C014,,,,,,,,,,,,19.09,3.94,3.94,3.94,11.82,16.06,22.12,16.39,12.73,30.3,50.08,58.75,88.09,92.3
COML.INBLK.EGY. (CIB),EGS60121C018,,,,,,,,,,,65,79.09,68.79,63.33,73.64,79.7,79.39,71.67,77.28,85.94,79.27,83.1,82.39,81.32,
GB CORP,EGS673T1C012,,,,,,,,,,,,,,,,,,,,,,,70.44,72.37,73.8
EFG HERMES HDG.,EGS69101C011,,,,,,,,,,,,38.79,38.64,33.33,42.12,49.55,61.21,62.88,63.5,62.06,62.55,68.02,68.13,66.04,
ATRESMEDIA CORP,ES0109427734,,,,26.54,36.42,63.89,49.43,42.25,56.8,57.89,34.46,43.46,77.82,56.41,41.54,42.72,54.66,33.23,36.41,56.44,49.9,64.54,52.92,47.18,36.17
EBRO FOODS,ES0112501012,,,,17.31,28.52,12.46,41.21,57.68,46.89,49.18,57.47,48.2,50.4,46.12,35.83,39.49,32.85,29.73,25.08,35.96,42.64,32.04,38.53,52.89,37.65
BBV.ARGENTARIA,ES0113211835,,,,84,95.99,85.16,78.36,83.14,92.54,80.35,80.25,77.84,87.24,85.2,86.55,89.06,89.12,86.84,93.78,90.56,90.83,73.11,87.22,85.19,93.91
BANKINTER 'R',ES0113679I37,,,,,,58.97,53.12,71.81,85.24,88.33,94.89,93.67,89.31,90.34,63.13,89.39,84.66,85.9,86.67,93.02,90.49,89.04,77.94,79.81,75.87
BANCO DE SABADELL,ES0113860A34,,,,,,44.37,53.04,60.67,52.13,58.65,37.99,69.05,68.24,67.55,60.8,45.92,70.4,68.3,60,79.07,88.46,85.71,75.12,89.18,81.38
BANCO SANTANDER,ES0113900J37,,,,89.19,88.7,58.06,88.4,93.75,85.06,85.62,91.99,91.6,88.03,85.15,86.18,87.72,86.53,88.17,85.64,93.98,90.91,90.67,89.56,78.38,72.85
NATURGY ENERGY,ES0116870314,,,,,,,44.27,59.63,49.27,28.86,15.91,32.82,48.6,42.19,39.65,48.75,43.14,35.79,33.53,32.01,37.24,44.09,46.48,43.69,38.89
CORPORACION FINCA.ALBA,ES0117160111,,,,,,43.57,51.99,44.42,62.38,40.64,29.2,14.4,28.01,22.89,41.67,23.4,19.28,15.73,21.26,29.97,26.48,64.64,44.03,46.6,44.39
INDRA SISTEMAS,ES0118594417,,,,53.72,55.74,58.1,53.93,49.28,62.18,69.76,71.91,64.54,56.75,58.66,58.8,82.62,62.27,61.38,69.17,73.3,67.87,56.08,63.61,57.56,65
FOMENTO CONSTR.Y CNTR.,ES0122060314,,,,36.15,7.41,9.44,24.5,29.15,38.93,41.08,67.93,43.23,24.49,20.56,21.1,25.5,25.37,20.02,15.69,19.77,20.61,12.51,21.78,21.42,20.32
MAPFRE,ES0124244E34,,,,22.18,28.52,58.89,37.58,32.29,28.48,25.26,43.44,39.06,36.26,29.45,40.38,36.47,35.06,58.57,45.43,75.18,61.22,37.82,59.53,59.7,77.55
ACCIONA,ES0125220311,,,,,,81.05,83.49,79.5,77.71,59.5,64.02,66.72,69.17,52.56,60.96,58.97,56,68.83,63.97,78.54,67.95,71.87,61.87,63.02,69.2
ENDESA,ES0130670112,,,,,,80.84,78.27,82.54,79.21,85.32,86.78,83.32,76.69,70.19,71.83,48.83,57.6,54.31,68.25,74.05,83.23,92.29,95.07,92.6,87.22
ENAGAS,ES0130960018,,,,,,55.87,26.74,23.01,38.1,34.1,14.02,42.95,30.65,43.82,65.16,62.58,70.53,65.5,57.69,63.81,59.85,71.18,69.05,56.86,59.96
ACERINOX 'R',ES0132105018,,,,23.97,8.27,6.9,20.5,16.3,23.2,20.78,26.4,22.38,20.5,26.72,16.37,21.92,32.05,30.36,35.74,49.1,51.45,41.69,78.71,71.21,85.44
FAES FARMA,ES0134950F36,,,,,,21.98,11.28,11.38,3.33,4.33,5.72,4.33,2.62,2.07,1.38,1.32,0.87,0.87,2.12,7.06,23.33,53.48,25.03,,
OBRASCON HUARTE LAIN,ES0142090317,,,,,,,,,,,,,,,,,,,,16.75,9.44,13.86,16.57,10.82,11
IBERDROLA,ES0144580Y14,,,,15.14,27.35,45,79.77,87.92,90.5,84.32,84.46,63.75,76.26,74.19,70.96,81.19,83.46,72.57,76.79,64.95,68.55,58.96,50.07,69.18,59.87
INDITEX,ES0148396007,,,,67.25,84.51,87.78,74.32,73.52,62.45,72.74,76.69,71.74,52.63,74.66,84.89,71.19,78.93,73.3,44.62,62.31,52.68,59.22,64.26,46.77,43.93
MEDIASET ESPANA COMUNICACION,ES0152503035,,,,,,30.71,40.69,76.5,58.64,65.17,39.67,38.67,36.4,32.71,47.63,38,43.73,42.17,49.87,49.16,52.68,40.75,25.32,,
MINOR HOTELS EUROPE & AMERICAS,ES0161560018,,,,56.68,66.3,59.29,69.93,65,40.36,23.88,30.15,45.73,42.08,33.6,37.19,55.64,26.37,41.75,70.69,80.6,74.34,80.63,80.45,76.65,72.28
ACS ACTIV.CONSTR.Y SERV.,ES0167050915,,,,44.37,51.6,47.35,32.68,59.94,23.22,24.23,16.54,30.04,31.22,24.26,14.4,13.35,19.91,7.81,10.26,14.44,23.82,28.84,19.19,28.17,36.58
PROMOTORA DE INFIC. A PRRDE.INFORMACIONES,ES0171743901,,,,38.08,51.48,46.27,24.54,38.91,66.6,44.25,53.43,65.3,44.95,44.66,49.5,59.77,79.97,55.57,46.31,38.46,40.27,63.45,51.41,67.58,54.4
GRIFOLS ORD CL A,ES0171996087,,,,,,,,22.54,18.48,14.5,36.31,58.73,34.62,39.49,31.94,67.07,48.59,44.55,46.46,48.83,52.29,37.45,30.37,38,21.97
REDEIA CORPORACION,ES0173093024,,,,,,43.49,56.58,49.48,89.52,76.66,53.01,59.49,70.73,66.19,75.02,70.92,66.4,77.23,77.31,62.84,64.41,58.79,78.11,74.07,81.03
REPSOL YPF,ES0173516115,,,,,,,50.88,80.04,57.3,58.67,62.43,40.68,61.85,38.46,42.5,45.78,39.2,38.97,55.9,70.21,84.07,66.57,76.48,79.81,
TELEFONICA,ES0178430E18,,,,82.44,54.94,53.49,73.38,78.23,49.93,59.12,66.11,60.4,77.88,62.98,76.41,73.14,72.93,66.43,62.43,72.67,56.88,45.33,53.02,53.02,38.24
SACYR,ES0182870214,,,,,,,39.93,22.1,46.15,53.26,37.07,28.14,31.01,29.89,31.39,41.19,40.74,18.17,17.19,26.05,25.59,44.17,35.32,42.77,36.89
ZARDOYA OTIS DEAD - DELIST.09/05/22,ES0184933812,,,,,,34.52,37.66,36.3,34.81,13.83,42.25,59.34,56.2,36.12,15.64,33.57,4.2,6.34,11.61,11.47,19.53,22.66,40.61,,
KESKO B,FI0009000202,,,,68.28,58.06,66.11,14.96,66.17,63.3,79.16,73.01,57.96,59.48,62.14,59.32,40.51,27.64,26.36,31.76,27.08,46.24,55.49,66.34,73.22,75.65
TIETOEVRY,FI0009000277,,,,,,,70.42,60.4,63.22,67.82,68.51,67.85,67.81,59.52,58.17,48.17,46.1,43.8,35.09,49.75,36.24,34.33,34.64,43.55,32.02
HUHTAMAKI,FI0009000459,,,,,,,,,,,,,,,59.27,66.13,72.3,58.02,68.93,65.42,76.15,92.11,95.5,95.06,96.19
NOKIA,FI0009000681,,,,93.28,82.83,89.81,91.45,93.22,92.86,96.08,93.75,87.24,83.77,90.59,82.18,75.18,86.77,89.34,94.76,94.08,96.73,98.3,97.53,92.15,96.19
